id	query	expected_cuis	why	style	domain	expected_focus	synthetic	topic_index
synthetic_00643	The patient denied substernal chest pressure, although coronary angiography later showed critical coronary stenosis.		Synthetic clinical note sentence for acute coronary syndrome; expected CUI is intentionally blank until judged.	clinical_note	cardiology	acute coronary syndrome	true	3
synthetic_00644	The patient denied productive cough, although chest radiograph later showed right lower lobe infiltrate.		Synthetic clinical note sentence for pneumonia; expected CUI is intentionally blank until judged.	clinical_note	pulmonary	pneumonia	true	4
synthetic_00645	The patient denied wheezing, although peak flow measurement later showed reduced peak expiratory flow.		Synthetic clinical note sentence for asthma exacerbation; expected CUI is intentionally blank until judged.	clinical_note	pulmonary	asthma exacerbation	true	5
synthetic_00646	The patient denied pleuritic chest pain, although computed tomography angiography later showed segmental pulmonary embolus.		Synthetic clinical note sentence for pulmonary embolism; expected CUI is intentionally blank until judged.	clinical_note	pulmonary	pulmonary embolism	true	6
synthetic_00647	The patient denied left lower quadrant pain, although computed tomography abdomen later showed sigmoid diverticulitis.		Synthetic clinical note sentence for diverticulitis; expected CUI is intentionally blank until judged.	clinical_note	gastroenterology	diverticulitis	true	7
synthetic_00648	The patient denied melena, although upper endoscopy later showed bleeding gastric ulcer.		Synthetic clinical note sentence for gastrointestinal bleeding; expected CUI is intentionally blank until judged.	clinical_note	gastroenterology	gastrointestinal bleeding	true	8
synthetic_00649	The patient denied watery diarrhea, although stool toxin assay later showed positive C difficile toxin.		Synthetic clinical note sentence for clostridioides difficile infection; expected CUI is intentionally blank until judged.	clinical_note	gastroenterology	clostridioides difficile infection	true	9
synthetic_00650	The patient denied polyuria, although hemoglobin A1c later showed A1c above goal.		Synthetic clinical note sentence for type 2 diabetes; expected CUI is intentionally blank until judged.	clinical_note	endocrinology	type 2 diabetes	true	10
synthetic_00651	The patient denied diaphoresis and tremor, although point of care glucose later showed glucose of 48 mg per dL.		Synthetic clinical note sentence for hypoglycemia; expected CUI is intentionally blank until judged.	clinical_note	endocrinology	hypoglycemia	true	11
synthetic_00652	The patient denied heat intolerance, although thyroid stimulating hormone later showed suppressed TSH.		Synthetic clinical note sentence for thyrotoxicosis; expected CUI is intentionally blank until judged.	clinical_note	endocrinology	thyrotoxicosis	true	12
synthetic_00653	The patient denied decreased urine output, although basic metabolic panel later showed creatinine above baseline.		Synthetic clinical note sentence for acute kidney injury; expected CUI is intentionally blank until judged.	clinical_note	nephrology	acute kidney injury	true	13
synthetic_00654	The patient denied fatigue, although urine albumin creatinine ratio later showed elevated albumin creatinine ratio.		Synthetic clinical note sentence for chronic kidney disease; expected CUI is intentionally blank until judged.	clinical_note	nephrology	chronic kidney disease	true	14
synthetic_00655	The patient denied muscle weakness, although serum potassium later showed potassium of 6.2 mmol per L.		Synthetic clinical note sentence for hyperkalemia; expected CUI is intentionally blank until judged.	clinical_note	nephrology	hyperkalemia	true	15
synthetic_00656	The patient denied dysuria, although urinalysis later showed positive leukocyte esterase.		Synthetic clinical note sentence for urinary tract infection; expected CUI is intentionally blank until judged.	clinical_note	urology	urinary tract infection	true	16
synthetic_00657	The patient denied weak urinary stream, although post void residual later showed elevated residual urine volume.		Synthetic clinical note sentence for benign prostatic hyperplasia; expected CUI is intentionally blank until judged.	clinical_note	urology	benign prostatic hyperplasia	true	17
synthetic_00658	The patient denied left sided weakness, although brain MRI later showed acute infarct in right MCA territory.		Synthetic clinical note sentence for ischemic stroke; expected CUI is intentionally blank until judged.	clinical_note	neurology	ischemic stroke	true	18
synthetic_00659	The patient denied postictal confusion, although electroencephalogram later showed epileptiform discharges.		Synthetic clinical note sentence for seizure; expected CUI is intentionally blank until judged.	clinical_note	neurology	seizure	true	19
synthetic_00660	The patient denied photophobia, although head CT later showed no acute intracranial process.		Synthetic clinical note sentence for migraine; expected CUI is intentionally blank until judged.	clinical_note	neurology	migraine	true	20
synthetic_00661	The patient denied low mood, although PHQ 9 questionnaire later showed severe depressive symptoms.		Synthetic clinical note sentence for major depression; expected CUI is intentionally blank until judged.	clinical_note	psychiatry	major depression	true	21
synthetic_00662	The patient denied tremulousness, although CIWA assessment later showed elevated withdrawal score.		Synthetic clinical note sentence for alcohol withdrawal; expected CUI is intentionally blank until judged.	clinical_note	psychiatry	alcohol withdrawal	true	22
synthetic_00663	The patient denied fever and malaise, although blood culture later showed gram positive cocci in clusters.		Synthetic clinical note sentence for sepsis; expected CUI is intentionally blank until judged.	clinical_note	infectious disease	sepsis	true	23
synthetic_00664	The patient denied foot ulcer drainage, although foot MRI later showed marrow edema concerning for osteomyelitis.		Synthetic clinical note sentence for osteomyelitis; expected CUI is intentionally blank until judged.	clinical_note	infectious disease	osteomyelitis	true	24
synthetic_00665	The patient denied itchy rash, although skin examination later showed erythematous plaques on extensor surfaces.		Synthetic clinical note sentence for psoriasis; expected CUI is intentionally blank until judged.	clinical_note	dermatology	psoriasis	true	25
synthetic_00666	The patient denied burning dermatomal pain, although clinical skin examination later showed unilateral dermatomal vesicles.		Synthetic clinical note sentence for herpes zoster; expected CUI is intentionally blank until judged.	clinical_note	dermatology	herpes zoster	true	26
synthetic_00667	The patient denied knee pain with stairs, although knee radiograph later showed tricompartmental degenerative changes.		Synthetic clinical note sentence for osteoarthritis; expected CUI is intentionally blank until judged.	clinical_note	musculoskeletal	osteoarthritis	true	27
synthetic_00668	The patient denied inability to bear weight, although hip radiograph later showed displaced femoral neck fracture.		Synthetic clinical note sentence for hip fracture; expected CUI is intentionally blank until judged.	clinical_note	musculoskeletal	hip fracture	true	28
synthetic_00669	The patient denied morning hand stiffness, although anti CCP antibody later showed positive anti CCP antibody.		Synthetic clinical note sentence for rheumatoid arthritis; expected CUI is intentionally blank until judged.	clinical_note	rheumatology	rheumatoid arthritis	true	29
synthetic_00670	The patient denied first toe pain, although serum uric acid later showed elevated uric acid.		Synthetic clinical note sentence for gout flare; expected CUI is intentionally blank until judged.	clinical_note	rheumatology	gout flare	true	30
synthetic_00671	The patient denied fatigue, although iron studies later showed low ferritin.		Synthetic clinical note sentence for iron deficiency anemia; expected CUI is intentionally blank until judged.	clinical_note	hematology	iron deficiency anemia	true	31
synthetic_00672	The patient denied calf pain, although venous duplex ultrasound later showed femoral vein thrombosis.		Synthetic clinical note sentence for deep vein thrombosis; expected CUI is intentionally blank until judged.	clinical_note	hematology	deep vein thrombosis	true	32
synthetic_00673	The patient denied headache in pregnancy, although urine protein creatinine ratio later showed proteinuria.		Synthetic clinical note sentence for preeclampsia; expected CUI is intentionally blank until judged.	clinical_note	obstetrics	preeclampsia	true	33
synthetic_00674	The patient denied pelvic pain, although nucleic acid amplification test later showed positive chlamydia test.		Synthetic clinical note sentence for pelvic inflammatory disease; expected CUI is intentionally blank until judged.	clinical_note	gynecology	pelvic inflammatory disease	true	34
synthetic_00675	The patient denied palpable breast mass, although mammography later showed spiculated breast lesion.		Synthetic clinical note sentence for breast cancer; expected CUI is intentionally blank until judged.	clinical_note	oncology	breast cancer	true	35
synthetic_00676	The patient denied chronic cough, although chest CT later showed spiculated upper lobe nodule.		Synthetic clinical note sentence for lung nodule; expected CUI is intentionally blank until judged.	clinical_note	oncology	lung nodule	true	36
synthetic_00677	The patient denied ear pain, although otoscopy later showed middle ear effusion.		Synthetic clinical note sentence for acute otitis media; expected CUI is intentionally blank until judged.	clinical_note	otolaryngology	acute otitis media	true	37
synthetic_00678	The patient denied blurred vision, although dilated eye examination later showed nonproliferative diabetic retinopathy.		Synthetic clinical note sentence for diabetic retinopathy; expected CUI is intentionally blank until judged.	clinical_note	ophthalmology	diabetic retinopathy	true	38
synthetic_00679	The patient denied severe dyspnea, although arterial blood gas later showed low PaO2.		Synthetic clinical note sentence for acute respiratory failure; expected CUI is intentionally blank until judged.	clinical_note	critical care	acute respiratory failure	true	39
synthetic_00680	The patient denied poor peripheral access, although procedure note later showed right internal jugular central line placed.		Synthetic clinical note sentence for central venous catheter placement; expected CUI is intentionally blank until judged.	clinical_note	procedures	central venous catheter placement	true	40
synthetic_00681	Monitoring continued because atrial fibrillation can progress to stroke risk.		Synthetic clinical note sentence for atrial fibrillation; expected CUI is intentionally blank until judged.	clinical_note	cardiology	atrial fibrillation	true	1
synthetic_00682	Monitoring continued because heart failure with reduced ejection fraction can progress to volume overload.		Synthetic clinical note sentence for heart failure; expected CUI is intentionally blank until judged.	clinical_note	cardiology	heart failure	true	2
synthetic_00683	Monitoring continued because non ST elevation myocardial infarction can progress to recurrent ischemia.		Synthetic clinical note sentence for acute coronary syndrome; expected CUI is intentionally blank until judged.	clinical_note	cardiology	acute coronary syndrome	true	3
synthetic_00684	Monitoring continued because community acquired pneumonia can progress to hypoxemia.		Synthetic clinical note sentence for pneumonia; expected CUI is intentionally blank until judged.	clinical_note	pulmonary	pneumonia	true	4
synthetic_00685	Monitoring continued because asthma can progress to respiratory distress.		Synthetic clinical note sentence for asthma exacerbation; expected CUI is intentionally blank until judged.	clinical_note	pulmonary	asthma exacerbation	true	5
synthetic_00686	Monitoring continued because acute pulmonary embolism can progress to right heart strain.		Synthetic clinical note sentence for pulmonary embolism; expected CUI is intentionally blank until judged.	clinical_note	pulmonary	pulmonary embolism	true	6
synthetic_00687	Monitoring continued because acute uncomplicated diverticulitis can progress to perforation.		Synthetic clinical note sentence for diverticulitis; expected CUI is intentionally blank until judged.	clinical_note	gastroenterology	diverticulitis	true	7
synthetic_00688	Monitoring continued because upper gastrointestinal bleeding can progress to acute blood loss anemia.		Synthetic clinical note sentence for gastrointestinal bleeding; expected CUI is intentionally blank until judged.	clinical_note	gastroenterology	gastrointestinal bleeding	true	8
synthetic_00689	Monitoring continued because clostridioides difficile colitis can progress to toxic megacolon.		Synthetic clinical note sentence for clostridioides difficile infection; expected CUI is intentionally blank until judged.	clinical_note	gastroenterology	clostridioides difficile infection	true	9
synthetic_00690	Monitoring continued because poorly controlled type 2 diabetes mellitus can progress to diabetic neuropathy.		Synthetic clinical note sentence for type 2 diabetes; expected CUI is intentionally blank until judged.	clinical_note	endocrinology	type 2 diabetes	true	10
synthetic_00691	Monitoring continued because insulin associated hypoglycemia can progress to loss of consciousness.		Synthetic clinical note sentence for hypoglycemia; expected CUI is intentionally blank until judged.	clinical_note	endocrinology	hypoglycemia	true	11
synthetic_00692	Monitoring continued because hyperthyroidism can progress to atrial arrhythmia.		Synthetic clinical note sentence for thyrotoxicosis; expected CUI is intentionally blank until judged.	clinical_note	endocrinology	thyrotoxicosis	true	12
synthetic_00693	Monitoring continued because acute kidney injury can progress to electrolyte abnormality.		Synthetic clinical note sentence for acute kidney injury; expected CUI is intentionally blank until judged.	clinical_note	nephrology	acute kidney injury	true	13
synthetic_00694	Monitoring continued because stage three chronic kidney disease can progress to progressive renal disease.		Synthetic clinical note sentence for chronic kidney disease; expected CUI is intentionally blank until judged.	clinical_note	nephrology	chronic kidney disease	true	14
synthetic_00695	Monitoring continued because hyperkalemia can progress to cardiac arrhythmia.		Synthetic clinical note sentence for hyperkalemia; expected CUI is intentionally blank until judged.	clinical_note	nephrology	hyperkalemia	true	15
synthetic_00696	Monitoring continued because acute cystitis can progress to pyelonephritis.		Synthetic clinical note sentence for urinary tract infection; expected CUI is intentionally blank until judged.	clinical_note	urology	urinary tract infection	true	16
synthetic_00697	Monitoring continued because benign prostatic hyperplasia can progress to urinary retention.		Synthetic clinical note sentence for benign prostatic hyperplasia; expected CUI is intentionally blank until judged.	clinical_note	urology	benign prostatic hyperplasia	true	17
synthetic_00698	Monitoring continued because acute ischemic stroke can progress to persistent neurologic deficit.		Synthetic clinical note sentence for ischemic stroke; expected CUI is intentionally blank until judged.	clinical_note	neurology	ischemic stroke	true	18
synthetic_00699	Monitoring continued because generalized tonic clonic seizure can progress to status epilepticus.		Synthetic clinical note sentence for seizure; expected CUI is intentionally blank until judged.	clinical_note	neurology	seizure	true	19
synthetic_00700	Monitoring continued because migraine headache can progress to medication overuse headache.		Synthetic clinical note sentence for migraine; expected CUI is intentionally blank until judged.	clinical_note	neurology	migraine	true	20
synthetic_00701	Monitoring continued because major depressive disorder can progress to suicidal ideation.		Synthetic clinical note sentence for major depression; expected CUI is intentionally blank until judged.	clinical_note	psychiatry	major depression	true	21
synthetic_00702	Monitoring continued because alcohol withdrawal syndrome can progress to seizure risk.		Synthetic clinical note sentence for alcohol withdrawal; expected CUI is intentionally blank until judged.	clinical_note	psychiatry	alcohol withdrawal	true	22
synthetic_00703	Monitoring continued because sepsis due to cellulitis can progress to septic shock.		Synthetic clinical note sentence for sepsis; expected CUI is intentionally blank until judged.	clinical_note	infectious disease	sepsis	true	23
synthetic_00704	Monitoring continued because diabetic foot osteomyelitis can progress to amputation risk.		Synthetic clinical note sentence for osteomyelitis; expected CUI is intentionally blank until judged.	clinical_note	infectious disease	osteomyelitis	true	24
synthetic_00705	Monitoring continued because plaque psoriasis can progress to joint pain.		Synthetic clinical note sentence for psoriasis; expected CUI is intentionally blank until judged.	clinical_note	dermatology	psoriasis	true	25
synthetic_00706	Monitoring continued because herpes zoster can progress to postherpetic neuralgia.		Synthetic clinical note sentence for herpes zoster; expected CUI is intentionally blank until judged.	clinical_note	dermatology	herpes zoster	true	26
synthetic_00707	Monitoring continued because knee osteoarthritis can progress to limited mobility.		Synthetic clinical note sentence for osteoarthritis; expected CUI is intentionally blank until judged.	clinical_note	musculoskeletal	osteoarthritis	true	27
synthetic_00708	Monitoring continued because femoral neck fracture can progress to delirium.		Synthetic clinical note sentence for hip fracture; expected CUI is intentionally blank until judged.	clinical_note	musculoskeletal	hip fracture	true	28
synthetic_00709	Monitoring continued because rheumatoid arthritis can progress to joint erosion.		Synthetic clinical note sentence for rheumatoid arthritis; expected CUI is intentionally blank until judged.	clinical_note	rheumatology	rheumatoid arthritis	true	29
synthetic_00710	Monitoring continued because acute gout flare can progress to recurrent flare.		Synthetic clinical note sentence for gout flare; expected CUI is intentionally blank until judged.	clinical_note	rheumatology	gout flare	true	30
synthetic_00711	Monitoring continued because iron deficiency anemia can progress to symptomatic anemia.		Synthetic clinical note sentence for iron deficiency anemia; expected CUI is intentionally blank until judged.	clinical_note	hematology	iron deficiency anemia	true	31
synthetic_00712	Monitoring continued because acute deep vein thrombosis can progress to pulmonary embolism.		Synthetic clinical note sentence for deep vein thrombosis; expected CUI is intentionally blank until judged.	clinical_note	hematology	deep vein thrombosis	true	32
synthetic_00713	Monitoring continued because preeclampsia can progress to eclampsia.		Synthetic clinical note sentence for preeclampsia; expected CUI is intentionally blank until judged.	clinical_note	obstetrics	preeclampsia	true	33
synthetic_00714	Monitoring continued because pelvic inflammatory disease can progress to tubo ovarian abscess.		Synthetic clinical note sentence for pelvic inflammatory disease; expected CUI is intentionally blank until judged.	clinical_note	gynecology	pelvic inflammatory disease	true	34
synthetic_00715	Monitoring continued because invasive ductal carcinoma can progress to metastatic disease.		Synthetic clinical note sentence for breast cancer; expected CUI is intentionally blank until judged.	clinical_note	oncology	breast cancer	true	35
synthetic_00716	Monitoring continued because solitary pulmonary nodule can progress to lung cancer.		Synthetic clinical note sentence for lung nodule; expected CUI is intentionally blank until judged.	clinical_note	oncology	lung nodule	true	36
synthetic_00717	Monitoring continued because acute otitis media can progress to tympanic membrane perforation.		Synthetic clinical note sentence for acute otitis media; expected CUI is intentionally blank until judged.	clinical_note	otolaryngology	acute otitis media	true	37
synthetic_00718	Monitoring continued because diabetic retinopathy can progress to vision loss.		Synthetic clinical note sentence for diabetic retinopathy; expected CUI is intentionally blank until judged.	clinical_note	ophthalmology	diabetic retinopathy	true	38
synthetic_00719	Monitoring continued because acute hypoxemic respiratory failure can progress to respiratory arrest.		Synthetic clinical note sentence for acute respiratory failure; expected CUI is intentionally blank until judged.	clinical_note	critical care	acute respiratory failure	true	39
synthetic_00720	Monitoring continued because need for central venous access can progress to line associated infection.		Synthetic clinical note sentence for central venous catheter placement; expected CUI is intentionally blank until judged.	clinical_note	procedures	central venous catheter placement	true	40
synthetic_00721	Procedure history includes electrical cardioversion related to atrial fibrillation.		Synthetic clinical note sentence for atrial fibrillation; expected CUI is intentionally blank until judged.	clinical_note	cardiology	atrial fibrillation	true	1
synthetic_00722	Procedure history includes diuresis related to heart failure.		Synthetic clinical note sentence for heart failure; expected CUI is intentionally blank until judged.	clinical_note	cardiology	heart failure	true	2
synthetic_00723	Procedure history includes percutaneous coronary intervention related to acute coronary syndrome.		Synthetic clinical note sentence for acute coronary syndrome; expected CUI is intentionally blank until judged.	clinical_note	cardiology	acute coronary syndrome	true	3
synthetic_00724	Procedure history includes sputum culture related to pneumonia.		Synthetic clinical note sentence for pneumonia; expected CUI is intentionally blank until judged.	clinical_note	pulmonary	pneumonia	true	4
synthetic_00725	Procedure history includes spirometry related to asthma exacerbation.		Synthetic clinical note sentence for asthma exacerbation; expected CUI is intentionally blank until judged.	clinical_note	pulmonary	asthma exacerbation	true	5
synthetic_00726	Procedure history includes venous duplex ultrasound related to pulmonary embolism.		Synthetic clinical note sentence for pulmonary embolism; expected CUI is intentionally blank until judged.	clinical_note	pulmonary	pulmonary embolism	true	6
synthetic_00727	Procedure history includes colonoscopy follow up related to diverticulitis.		Synthetic clinical note sentence for diverticulitis; expected CUI is intentionally blank until judged.	clinical_note	gastroenterology	diverticulitis	true	7
synthetic_00728	Procedure history includes endoscopic hemostasis related to gastrointestinal bleeding.		Synthetic clinical note sentence for gastrointestinal bleeding; expected CUI is intentionally blank until judged.	clinical_note	gastroenterology	gastrointestinal bleeding	true	8
synthetic_00729	Procedure history includes contact isolation related to clostridioides difficile infection.		Synthetic clinical note sentence for clostridioides difficile infection; expected CUI is intentionally blank until judged.	clinical_note	gastroenterology	clostridioides difficile infection	true	9
synthetic_00730	Procedure history includes diabetes education related to type 2 diabetes.		Synthetic clinical note sentence for type 2 diabetes; expected CUI is intentionally blank until judged.	clinical_note	endocrinology	type 2 diabetes	true	10
synthetic_00731	Procedure history includes insulin dose adjustment related to hypoglycemia.		Synthetic clinical note sentence for hypoglycemia; expected CUI is intentionally blank until judged.	clinical_note	endocrinology	hypoglycemia	true	11
synthetic_00732	Procedure history includes thyroid uptake scan related to thyrotoxicosis.		Synthetic clinical note sentence for thyrotoxicosis; expected CUI is intentionally blank until judged.	clinical_note	endocrinology	thyrotoxicosis	true	12
synthetic_00733	Procedure history includes renal ultrasound related to acute kidney injury.		Synthetic clinical note sentence for acute kidney injury; expected CUI is intentionally blank until judged.	clinical_note	nephrology	acute kidney injury	true	13
synthetic_00734	Procedure history includes nephrology referral related to chronic kidney disease.		Synthetic clinical note sentence for chronic kidney disease; expected CUI is intentionally blank until judged.	clinical_note	nephrology	chronic kidney disease	true	14
synthetic_00735	Procedure history includes repeat potassium measurement related to hyperkalemia.		Synthetic clinical note sentence for hyperkalemia; expected CUI is intentionally blank until judged.	clinical_note	nephrology	hyperkalemia	true	15
synthetic_00736	Procedure history includes urine culture related to urinary tract infection.		Synthetic clinical note sentence for urinary tract infection; expected CUI is intentionally blank until judged.	clinical_note	urology	urinary tract infection	true	16
synthetic_00737	Procedure history includes prostate examination related to benign prostatic hyperplasia.		Synthetic clinical note sentence for benign prostatic hyperplasia; expected CUI is intentionally blank until judged.	clinical_note	urology	benign prostatic hyperplasia	true	17
synthetic_00738	Procedure history includes thrombolysis evaluation related to ischemic stroke.		Synthetic clinical note sentence for ischemic stroke; expected CUI is intentionally blank until judged.	clinical_note	neurology	ischemic stroke	true	18
synthetic_00739	Procedure history includes seizure precautions related to seizure.		Synthetic clinical note sentence for seizure; expected CUI is intentionally blank until judged.	clinical_note	neurology	seizure	true	19
synthetic_00740	Procedure history includes headache diary related to migraine.		Synthetic clinical note sentence for migraine; expected CUI is intentionally blank until judged.	clinical_note	neurology	migraine	true	20
synthetic_00741	Procedure history includes behavioral health referral related to major depression.		Synthetic clinical note sentence for major depression; expected CUI is intentionally blank until judged.	clinical_note	psychiatry	major depression	true	21
synthetic_00742	Procedure history includes withdrawal monitoring related to alcohol withdrawal.		Synthetic clinical note sentence for alcohol withdrawal; expected CUI is intentionally blank until judged.	clinical_note	psychiatry	alcohol withdrawal	true	22
synthetic_00743	Procedure history includes source control related to sepsis.		Synthetic clinical note sentence for sepsis; expected CUI is intentionally blank until judged.	clinical_note	infectious disease	sepsis	true	23
synthetic_00744	Procedure history includes bone biopsy related to osteomyelitis.		Synthetic clinical note sentence for osteomyelitis; expected CUI is intentionally blank until judged.	clinical_note	infectious disease	osteomyelitis	true	24
synthetic_00745	Procedure history includes dermatology follow up related to psoriasis.		Synthetic clinical note sentence for psoriasis; expected CUI is intentionally blank until judged.	clinical_note	dermatology	psoriasis	true	25
synthetic_00746	Procedure history includes pain control related to herpes zoster.		Synthetic clinical note sentence for herpes zoster; expected CUI is intentionally blank until judged.	clinical_note	dermatology	herpes zoster	true	26
synthetic_00747	Procedure history includes intra articular steroid injection related to osteoarthritis.		Synthetic clinical note sentence for osteoarthritis; expected CUI is intentionally blank until judged.	clinical_note	musculoskeletal	osteoarthritis	true	27
synthetic_00748	Procedure history includes operative fixation related to hip fracture.		Synthetic clinical note sentence for hip fracture; expected CUI is intentionally blank until judged.	clinical_note	musculoskeletal	hip fracture	true	28
synthetic_00749	Procedure history includes rheumatology evaluation related to rheumatoid arthritis.		Synthetic clinical note sentence for rheumatoid arthritis; expected CUI is intentionally blank until judged.	clinical_note	rheumatology	rheumatoid arthritis	true	29
synthetic_00750	Procedure history includes joint aspiration related to gout flare.		Synthetic clinical note sentence for gout flare; expected CUI is intentionally blank until judged.	clinical_note	rheumatology	gout flare	true	30
synthetic_00751	Procedure history includes colonoscopy evaluation related to iron deficiency anemia.		Synthetic clinical note sentence for iron deficiency anemia; expected CUI is intentionally blank until judged.	clinical_note	hematology	iron deficiency anemia	true	31
synthetic_00752	Procedure history includes compression ultrasound related to deep vein thrombosis.		Synthetic clinical note sentence for deep vein thrombosis; expected CUI is intentionally blank until judged.	clinical_note	hematology	deep vein thrombosis	true	32
synthetic_00753	Procedure history includes fetal monitoring related to preeclampsia.		Synthetic clinical note sentence for preeclampsia; expected CUI is intentionally blank until judged.	clinical_note	obstetrics	preeclampsia	true	33
synthetic_00754	Procedure history includes pelvic ultrasound related to pelvic inflammatory disease.		Synthetic clinical note sentence for pelvic inflammatory disease; expected CUI is intentionally blank until judged.	clinical_note	gynecology	pelvic inflammatory disease	true	34
synthetic_00755	Procedure history includes core needle biopsy related to breast cancer.		Synthetic clinical note sentence for breast cancer; expected CUI is intentionally blank until judged.	clinical_note	oncology	breast cancer	true	35
synthetic_00756	Procedure history includes CT guided biopsy related to lung nodule.		Synthetic clinical note sentence for lung nodule; expected CUI is intentionally blank until judged.	clinical_note	oncology	lung nodule	true	36
synthetic_00757	Procedure history includes hearing assessment related to acute otitis media.		Synthetic clinical note sentence for acute otitis media; expected CUI is intentionally blank until judged.	clinical_note	otolaryngology	acute otitis media	true	37
synthetic_00758	Procedure history includes retinal photography related to diabetic retinopathy.		Synthetic clinical note sentence for diabetic retinopathy; expected CUI is intentionally blank until judged.	clinical_note	ophthalmology	diabetic retinopathy	true	38
synthetic_00759	Procedure history includes endotracheal intubation related to acute respiratory failure.		Synthetic clinical note sentence for acute respiratory failure; expected CUI is intentionally blank until judged.	clinical_note	critical care	acute respiratory failure	true	39
synthetic_00760	Procedure history includes central line insertion related to central venous catheter placement.		Synthetic clinical note sentence for central venous catheter placement; expected CUI is intentionally blank until judged.	clinical_note	procedures	central venous catheter placement	true	40
synthetic_00761	Problem list updated to include atrial fibrillation after review of electrocardiogram.		Synthetic clinical note sentence for atrial fibrillation; expected CUI is intentionally blank until judged.	clinical_note	cardiology	atrial fibrillation	true	1
synthetic_00762	Problem list updated to include heart failure with reduced ejection fraction after review of echocardiogram.		Synthetic clinical note sentence for heart failure; expected CUI is intentionally blank until judged.	clinical_note	cardiology	heart failure	true	2
synthetic_00763	Problem list updated to include non ST elevation myocardial infarction after review of coronary angiography.		Synthetic clinical note sentence for acute coronary syndrome; expected CUI is intentionally blank until judged.	clinical_note	cardiology	acute coronary syndrome	true	3
synthetic_00764	Problem list updated to include community acquired pneumonia after review of chest radiograph.		Synthetic clinical note sentence for pneumonia; expected CUI is intentionally blank until judged.	clinical_note	pulmonary	pneumonia	true	4
synthetic_00765	Problem list updated to include asthma after review of peak flow measurement.		Synthetic clinical note sentence for asthma exacerbation; expected CUI is intentionally blank until judged.	clinical_note	pulmonary	asthma exacerbation	true	5
synthetic_00766	Problem list updated to include acute pulmonary embolism after review of computed tomography angiography.		Synthetic clinical note sentence for pulmonary embolism; expected CUI is intentionally blank until judged.	clinical_note	pulmonary	pulmonary embolism	true	6
synthetic_00767	Problem list updated to include acute uncomplicated diverticulitis after review of computed tomography abdomen.		Synthetic clinical note sentence for diverticulitis; expected CUI is intentionally blank until judged.	clinical_note	gastroenterology	diverticulitis	true	7
synthetic_00768	Problem list updated to include upper gastrointestinal bleeding after review of upper endoscopy.		Synthetic clinical note sentence for gastrointestinal bleeding; expected CUI is intentionally blank until judged.	clinical_note	gastroenterology	gastrointestinal bleeding	true	8
synthetic_00769	Problem list updated to include clostridioides difficile colitis after review of stool toxin assay.		Synthetic clinical note sentence for clostridioides difficile infection; expected CUI is intentionally blank until judged.	clinical_note	gastroenterology	clostridioides difficile infection	true	9
synthetic_00770	Problem list updated to include poorly controlled type 2 diabetes mellitus after review of hemoglobin A1c.		Synthetic clinical note sentence for type 2 diabetes; expected CUI is intentionally blank until judged.	clinical_note	endocrinology	type 2 diabetes	true	10
synthetic_00771	Problem list updated to include insulin associated hypoglycemia after review of point of care glucose.		Synthetic clinical note sentence for hypoglycemia; expected CUI is intentionally blank until judged.	clinical_note	endocrinology	hypoglycemia	true	11
synthetic_00772	Problem list updated to include hyperthyroidism after review of thyroid stimulating hormone.		Synthetic clinical note sentence for thyrotoxicosis; expected CUI is intentionally blank until judged.	clinical_note	endocrinology	thyrotoxicosis	true	12
synthetic_00773	Problem list updated to include acute kidney injury after review of basic metabolic panel.		Synthetic clinical note sentence for acute kidney injury; expected CUI is intentionally blank until judged.	clinical_note	nephrology	acute kidney injury	true	13
synthetic_00774	Problem list updated to include stage three chronic kidney disease after review of urine albumin creatinine ratio.		Synthetic clinical note sentence for chronic kidney disease; expected CUI is intentionally blank until judged.	clinical_note	nephrology	chronic kidney disease	true	14
synthetic_00775	Problem list updated to include hyperkalemia after review of serum potassium.		Synthetic clinical note sentence for hyperkalemia; expected CUI is intentionally blank until judged.	clinical_note	nephrology	hyperkalemia	true	15
synthetic_00776	Problem list updated to include acute cystitis after review of urinalysis.		Synthetic clinical note sentence for urinary tract infection; expected CUI is intentionally blank until judged.	clinical_note	urology	urinary tract infection	true	16
synthetic_00777	Problem list updated to include benign prostatic hyperplasia after review of post void residual.		Synthetic clinical note sentence for benign prostatic hyperplasia; expected CUI is intentionally blank until judged.	clinical_note	urology	benign prostatic hyperplasia	true	17
synthetic_00778	Problem list updated to include acute ischemic stroke after review of brain MRI.		Synthetic clinical note sentence for ischemic stroke; expected CUI is intentionally blank until judged.	clinical_note	neurology	ischemic stroke	true	18
synthetic_00779	Problem list updated to include generalized tonic clonic seizure after review of electroencephalogram.		Synthetic clinical note sentence for seizure; expected CUI is intentionally blank until judged.	clinical_note	neurology	seizure	true	19
synthetic_00780	Problem list updated to include migraine headache after review of head CT.		Synthetic clinical note sentence for migraine; expected CUI is intentionally blank until judged.	clinical_note	neurology	migraine	true	20
synthetic_00781	Problem list updated to include major depressive disorder after review of PHQ 9 questionnaire.		Synthetic clinical note sentence for major depression; expected CUI is intentionally blank until judged.	clinical_note	psychiatry	major depression	true	21
synthetic_00782	Problem list updated to include alcohol withdrawal syndrome after review of CIWA assessment.		Synthetic clinical note sentence for alcohol withdrawal; expected CUI is intentionally blank until judged.	clinical_note	psychiatry	alcohol withdrawal	true	22
